date,departments,daily_visits,daily_admissions,admission_rate,patient_days,daily_discharge,wait_time,daily_revenue,ctf_daily,daily_profit,ctp_daily,beds_in_use,total_beds,occupancy_rate,daily_readmission,readmission_rate,bed_turnover,employee_count,employee_resign,employee_turnover,equip_count,equip_use,staff_patient_ratio,refer_reason,day_of_week
2024-02-09,medical_records,34,0,0.0,0,0,0,4139,0,4135,0,0,0,0.0,0,0.0,0.0,16,1,0.06,0,0.0,1:3,0,Friday
2024-02-10,admin,30,0,0.0,0,0,0,16279,0,16264,0,0,0,0.0,0,0.0,0.0,18,1,0.06,0,0.0,1:3,0,Saturday
2024-02-11,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,0,0,Sunday
2024-02-12,emergency,31,0,0.0,0,7,39,0,0,0,0,22,22,1.0,0,0.0,0.0,10,1,0.1,49,1.0,1:3,Breathing Disorders,Monday
2024-02-13,internal_med,26,2,0.08,50,3,14,0,0,0,0,57,62,0.92,0,0.11,0.0,16,1,0.06,40,0.9,1:4,Nervous System,Tuesday
2024-02-14,surgery,0,0,0.0,57,9,0,17669,0,17667,0,13,13,1.0,4,0.09,0.0,10,0,0.0,53,0.6,1:4,Joint Issues,Wednesday
2024-02-15,pediatric,8,8,1.0,72,12,12,0,0,0,0,27,48,0.56,2,0.16,0.2,10,0,0.0,33,0.8,1:2,Chronic Illness,Thursday
2024-02-16,obgyn,43,0,0.0,122,25,17,0,0,0,0,25,25,1.0,1,0.1,0.0,13,0,0.0,41,0.9,1:2,Prenatal,Friday
2024-02-17,cardio,40,0,0.0,30,32,11,0,0,0,0,32,32,1.0,3,0.03,0.0,10,0,0.0,19,0.8,1:2,Accident,Saturday
2024-02-18,orthopedic,49,0,0.0,51,21,0,0,0,0,0,38,38,1.0,0,0.09,0.0,17,1,0.06,23,0.6,1:2,Cancer,Sunday
2024-02-19,neurology,13,13,1.0,91,6,0,0,0,0,0,17,74,0.23,3,0.15,0.2,17,0,0.0,40,0.9,1:3,Nervous System,Monday
2024-02-20,oncology,5,5,1.0,37,10,12,0,0,0,0,11,73,0.15,3,0.09,0.1,13,1,0.08,18,0.5,1:2,Joint Issues,Tuesday
2024-02-21,radiology,8,0,0.0,0,0,0,18379,0,18365,0,0,0,0.0,0,0.0,0.0,0,0,0.0,25,0.9,1:2,0,Wednesday
2024-02-22,pathology,12,0,0.0,0,0,0,13367,0,13351,0,0,0,0.0,0,0.0,0.0,0,0,0.0,31,0.9,1:2,0,Thursday
2024-02-23,anesthesiology,26,0,0.0,0,0,0,11970,0,11966,0,0,0,0.0,0,0.0,0.0,0,0,0.0,45,0.5,1:2,0,Friday
2024-02-24,icu,47,0,0.0,143,6,10,0,0,0,0,32,32,1.0,3,0.11,0.0,16,0,0.0,34,0.6,1:4,Breathing Disorders,Saturday
2024-02-25,psychiatry,46,0,0.0,95,15,8,0,0,0,0,21,34,0.62,3,0.17,0.0,18,1,0.06,13,1.0,1:4,Nervous System,Sunday
2024-02-26,physical_therapy,25,0,0.0,0,24,0,18170,0,18152,0,31,31,1.0,0,0.0,0.0,17,0,0.0,54,0.6,1:4,0,Monday
2024-02-27,resp_therapy,12,0,0.0,0,12,0,10946,0,10940,0,12,12,1.0,0,0.0,0.0,10,1,0.1,18,1.0,1:4,0,Tuesday
2024-02-28,nutrition_diet,42,0,0.0,0,0,0,17078,0,17072,0,0,0,0.0,0,0.0,0.0,16,1,0.06,0,0.0,1:2,0,Wednesday
2024-02-29,pharmacy,8,0,0.0,0,0,0,15669,0,15658,0,0,0,0.0,0,0.0,0.0,0,0,0.0,30,0.8,1:3,0,Thursday
2024-03-01,laboratory,29,0,0.0,0,0,0,5246,0,5233,0,0,0,0.0,0,0.0,0.0,0,0,0.0,45,1.0,1:3,0,Friday
2024-03-02,infection_control,40,0,0.0,0,16,0,0,0,0,0,0,0,0.81,3,0.15,0.0,0,0,0.0,0,0.0,1:3,0,Saturday
2024-03-03,medical_records,39,0,0.0,0,0,0,16544,0,16526,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:4,0,Sunday
2024-03-04,admin,9,0,0.0,0,0,0,15303,0,15288,0,0,0,0.0,0,0.0,0.0,16,1,0.06,0,0.0,1:3,0,Monday
2024-03-05,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,13,0,0.0,0,0.0,0,0,Tuesday
2024-03-06,emergency,6,6,1.0,0,13,58,0,0,0,0,44,68,0.65,0,0.0,0.0,19,1,0.05,32,0.8,1:2,Elective Procedure,Wednesday
2024-03-07,internal_med,32,0,0.0,43,19,18,0,0,0,0,19,19,1.0,4,0.06,0.0,17,1,0.06,12,0.5,1:2,Nervous System,Thursday
2024-03-08,surgery,0,0,0.0,19,8,0,12400,0,12396,0,47,47,1.0,1,0.04,0.0,14,1,0.07,12,0.8,1:2,Cancer,Friday
2024-03-09,pediatric,13,0,0.0,57,38,29,0,0,0,0,57,57,1.0,1,0.11,0.0,17,0,0.0,43,0.6,1:4,Prenatal,Saturday
2024-03-10,obgyn,20,0,0.0,87,14,35,0,0,0,0,11,22,0.5,1,0.1,0.0,17,0,0.0,45,0.9,1:4,Joint Issues,Sunday
2024-03-11,cardio,36,0,0.0,62,37,48,0,0,0,0,15,51,0.29,3,0.16,0.0,16,0,0.0,34,0.8,1:4,Chronic Illness,Monday
2024-03-12,orthopedic,10,0,0.0,139,8,0,0,0,0,0,15,15,1.0,4,0.11,0.0,11,0,0.0,45,0.8,1:3,Critical Care,Tuesday
2024-03-13,neurology,17,0,0.0,143,33,0,0,0,0,0,26,33,0.79,1,0.11,0.0,14,1,0.07,36,0.9,1:3,Chronic Illness,Wednesday
2024-03-14,oncology,12,0,0.0,147,23,35,0,0,0,0,13,23,0.57,0,0.06,0.0,13,0,0.0,52,1.0,1:2,Critical Care,Thursday
2024-03-15,radiology,40,0,0.0,0,0,0,9464,0,9447,0,0,0,0.0,0,0.0,0.0,0,0,0.0,58,0.6,1:2,0,Friday
2024-03-16,pathology,18,0,0.0,0,0,0,7434,0,7419,0,0,0,0.0,0,0.0,0.0,0,0,0.0,31,1.0,1:4,0,Saturday
2024-03-17,anesthesiology,38,0,0.0,0,0,0,2654,0,2644,0,0,0,0.0,0,0.0,0.0,0,0,0.0,23,0.8,1:2,0,Sunday
2024-03-18,icu,40,6,0.15,21,1,45,0,0,0,0,69,76,0.91,0,0.16,0.1,14,1,0.07,35,0.6,1:1,Breathing Disorders,Monday
2024-03-19,psychiatry,27,0,0.0,132,9,48,0,0,0,0,40,40,1.0,1,0.18,0.0,12,0,0.0,49,0.9,1:4,Mental Health,Tuesday
2024-03-20,physical_therapy,9,0,0.0,0,18,0,6929,0,6915,0,8,18,0.44,0,0.0,0.0,13,1,0.08,33,0.8,1:3,0,Wednesday
2024-03-21,resp_therapy,45,0,0.0,0,31,0,3503,0,3489,0,68,74,0.92,0,0.0,0.0,11,0,0.0,52,0.7,1:4,0,Thursday
2024-03-22,nutrition_diet,39,0,0.0,0,0,0,1684,0,1670,0,0,0,0.0,0,0.0,0.0,12,0,0.0,0,0.0,1:1,0,Friday
2024-03-23,pharmacy,28,0,0.0,0,0,0,11266,0,11258,0,0,0,0.0,0,0.0,0.0,0,0,0.0,13,0.5,1:1,0,Saturday
2024-03-24,laboratory,31,0,0.0,0,0,0,3192,0,3190,0,0,0,0.0,0,0.0,0.0,0,0,0.0,19,0.6,1:3,0,Sunday
2024-03-25,infection_control,25,0,0.0,0,14,0,0,0,0,0,0,0,0.86,4,0.02,0.0,0,0,0.0,0,0.0,1:1,0,Monday
2024-03-26,medical_records,32,0,0.0,0,0,0,16732,0,16725,0,0,0,0.0,0,0.0,0.0,18,1,0.06,0,0.0,1:3,0,Tuesday
2024-03-27,admin,8,0,0.0,0,0,0,5838,0,5829,0,0,0,0.0,0,0.0,0.0,14,0,0.0,0,0.0,1:3,0,Wednesday
2024-03-28,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,14,0,0.0,0,0.0,0,0,Thursday
2024-03-29,emergency,10,0,0.0,0,36,25,0,0,0,0,40,40,1.0,0,0.0,0.0,11,0,0.0,54,0.9,1:1,Rehabilitation,Friday
2024-03-30,internal_med,41,41,1.0,138,18,52,0,0,0,0,8,78,0.1,4,0.08,0.5,12,1,0.08,53,0.5,1:3,Lab Tests,Saturday
2024-03-31,surgery,0,0,0.0,100,23,0,1166,0,1147,0,23,23,1.0,2,0.08,0.0,15,0,0.0,40,0.9,1:2,Accident,Sunday
2024-04-01,pediatric,27,27,1.0,94,30,20,0,0,0,0,10,76,0.13,3,0.12,0.4,11,1,0.09,50,0.7,1:1,Child Health,Monday
2024-04-02,obgyn,9,0,0.0,134,3,27,0,0,0,0,24,24,1.0,2,0.07,0.0,16,0,0.0,38,0.5,1:2,Child Health,Tuesday
2024-04-03,cardio,43,0,0.0,40,12,16,0,0,0,0,12,12,1.0,4,0.17,0.0,14,0,0.0,49,0.8,1:4,Nervous System,Wednesday
2024-04-04,orthopedic,11,0,0.0,108,17,0,0,0,0,0,20,24,0.83,0,0.03,0.0,15,0,0.0,40,0.8,1:1,Imaging,Thursday
2024-04-05,neurology,31,0,0.0,149,24,0,0,0,0,0,54,54,1.0,2,0.07,0.0,17,1,0.06,35,0.7,1:2,Pre/Post Surgery,Friday
2024-04-06,oncology,21,0,0.0,65,9,55,0,0,0,0,30,30,1.0,4,0.06,0.0,19,1,0.05,27,0.8,1:4,Critical Care,Saturday
2024-04-07,radiology,14,0,0.0,0,0,0,13256,0,13240,0,0,0,0.0,0,0.0,0.0,0,0,0.0,23,0.8,1:3,0,Sunday
2024-04-08,pathology,37,0,0.0,0,0,0,17418,0,17404,0,0,0,0.0,0,0.0,0.0,0,0,0.0,13,1.0,1:4,0,Monday
2024-04-09,anesthesiology,20,0,0.0,0,0,0,3779,0,3760,0,0,0,0.0,0,0.0,0.0,0,0,0.0,50,0.6,1:2,0,Tuesday
2024-01-01,icu,35,22,0.63,116,11,8,0,0,0,0,39,72,0.54,0,0.01,0.3,13,1,0.08,25,0.6,1:1,Cardiac Issues,Monday
2024-01-02,psychiatry,10,1,0.1,141,5,12,0,0,0,0,6,12,0.5,1,0.08,0.1,17,1,0.06,43,0.8,1:2,Critical Care,Tuesday
2024-01-03,physical_therapy,15,0,0.0,0,14,0,10518,0,10516,0,29,29,1.0,0,0.0,0.0,18,1,0.06,11,0.9,1:4,0,Wednesday
2024-01-04,resp_therapy,43,0,0.42,0,14,0,3234,0,3229,0,30,62,0.48,0,0.0,0.0,11,0,0.0,11,1.0,1:2,0,Thursday
2024-01-05,nutrition_diet,19,0,0.0,0,0,0,17960,0,17943,0,0,0,0.0,0,0.0,0.0,12,0,0.0,0,0.0,1:3,0,Friday
2024-01-06,pharmacy,21,0,0.0,0,0,0,2185,0,2167,0,0,0,0.0,0,0.0,0.0,0,0,0.0,26,0.7,1:2,0,Saturday
2024-01-07,laboratory,38,0,0.0,0,0,0,3537,0,3524,0,0,0,0.0,0,0.0,0.0,0,0,0.0,16,0.8,1:1,0,Sunday
2024-01-08,infection_control,32,0,0.0,0,13,0,0,0,0,0,0,0,1.0,4,0.19,0.0,0,0,0.0,0,0.0,1:4,0,Monday
2024-01-09,medical_records,17,0,0.0,0,0,0,13536,0,13526,0,0,0,0.0,0,0.0,0.0,16,0,0.0,0,0.0,1:3,0,Tuesday
2024-01-10,admin,28,0,0.0,0,0,0,12915,0,12904,0,0,0,0.0,0,0.0,0.0,11,1,0.09,0,0.0,1:2,0,Wednesday
2024-01-11,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,13,1,0.08,0,0.0,0,0,Thursday
2024-01-12,emergency,12,0,0.0,0,35,58,0,0,0,0,10,41,0.24,0,0.0,0.0,14,0,0.0,44,0.8,1:2,Nervous System,Friday
2024-01-13,internal_med,34,0,0.0,55,32,48,0,0,0,0,48,48,1.0,3,0.0,0.0,13,0,0.0,30,0.9,1:3,Chronic Illness,Saturday
2024-01-14,surgery,0,0,0.0,42,15,0,15106,0,15092,0,15,15,1.0,2,0.11,0.0,11,1,0.09,23,1.0,1:3,Lab Tests,Sunday
2024-01-15,pediatric,35,0,0.0,92,27,15,0,0,0,0,34,34,1.0,1,0.05,0.0,15,0,0.0,32,0.8,1:3,Imaging,Monday
2024-01-16,obgyn,26,26,1.0,130,12,30,0,0,0,0,8,58,0.14,3,0.14,0.4,15,1,0.07,58,0.8,1:3,Breathing Disorders,Tuesday
2024-01-17,cardio,8,0,0.0,37,3,35,0,0,0,0,12,12,1.0,1,0.07,0.0,19,0,0.0,55,0.9,1:3,Accident,Wednesday
2024-01-18,orthopedic,15,1,0.07,91,35,0,0,0,0,0,34,70,0.49,2,0.11,0.0,13,1,0.08,56,0.9,1:3,Child Health,Thursday
2024-01-19,neurology,21,0,0.0,63,19,0,0,0,0,0,29,29,1.0,1,0.1,0.0,13,0,0.0,25,0.6,1:2,Accident,Friday
2024-01-20,oncology,5,0,0.0,38,36,26,0,0,0,0,50,71,0.7,3,0.18,0.0,10,1,0.1,16,0.7,1:1,Pre/Post Surgery,Saturday
2024-01-21,radiology,37,0,0.0,0,0,0,13139,0,13128,0,0,0,0.0,0,0.0,0.0,0,0,0.0,16,0.7,1:4,0,Sunday
2024-01-22,pathology,28,0,0.0,0,0,0,11870,0,11857,0,0,0,0.0,0,0.0,0.0,0,0,0.0,43,0.7,1:2,0,Monday
2024-01-23,anesthesiology,24,0,0.0,0,0,0,5049,0,5045,0,0,0,0.0,0,0.0,0.0,0,0,0.0,22,0.5,1:1,0,Tuesday
2024-01-24,icu,29,0,0.0,54,28,8,0,0,0,0,35,35,1.0,2,0.1,0.0,11,1,0.09,14,0.9,1:3,Pre/Post Surgery,Wednesday
2024-01-25,psychiatry,36,0,0.0,71,32,11,0,0,0,0,32,32,1.0,3,0.18,0.0,11,1,0.09,50,0.6,1:2,Child Health,Thursday
2024-01-26,physical_therapy,42,0,0.0,0,36,0,13378,0,13359,0,56,76,0.74,0,0.0,0.0,16,0,0.0,57,0.8,1:1,0,Friday
2024-01-27,resp_therapy,7,0,1.0,0,38,0,18711,0,18704,0,20,69,0.29,0,0.0,0.0,19,0,0.0,15,0.5,1:2,0,Saturday
2024-01-28,nutrition_diet,48,0,0.0,0,0,0,7654,0,7646,0,0,0,0.0,0,0.0,0.0,17,0,0.0,0,0.0,1:2,0,Sunday
2024-01-29,pharmacy,12,0,0.0,0,0,0,1767,0,1761,0,0,0,0.0,0,0.0,0.0,0,0,0.0,30,0.6,1:3,0,Monday
2024-01-30,laboratory,34,0,0.0,0,0,0,3559,0,3556,0,0,0,0.0,0,0.0,0.0,0,0,0.0,54,0.7,1:3,0,Tuesday
2024-01-31,infection_control,28,0,0.0,0,17,0,0,0,0,0,0,0,0.95,1,0.1,0.0,0,0,0.0,0,0.0,1:2,0,Wednesday
2024-02-01,medical_records,42,0,0.0,0,0,0,5366,0,5361,0,0,0,0.0,0,0.0,0.0,10,0,0.0,0,0.0,1:2,0,Thursday
2024-02-02,admin,19,0,0.0,0,0,0,1845,0,1837,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:2,0,Friday
2024-02-03,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,10,1,0.1,0,0.0,0,0,Saturday
2024-02-04,emergency,48,25,0.52,0,23,36,0,0,0,0,13,61,0.21,0,0.0,0.0,11,0,0.0,14,1.0,1:4,Chronic Illness,Sunday
2024-02-05,internal_med,14,0,0.0,99,19,10,0,0,0,0,20,25,0.8,2,0.13,0.0,19,1,0.05,23,0.8,1:1,Prenatal,Monday
2024-02-06,surgery,0,24,1.0,113,8,0,8439,0,8423,0,12,70,0.17,2,0.17,0.3,19,0,0.0,17,0.9,1:3,Pre/Post Surgery,Tuesday
2024-02-07,pediatric,14,0,0.0,16,5,43,0,0,0,0,25,25,1.0,4,0.04,0.0,12,1,0.08,18,0.9,1:2,Mental Health,Wednesday
2024-02-08,obgyn,33,0,0.0,100,6,40,0,0,0,0,21,21,1.0,2,0.13,0.0,14,1,0.07,39,0.7,1:2,Critical Care,Thursday
2024-02-09,cardio,39,0,0.0,14,4,43,0,0,0,0,15,15,1.0,2,0.08,0.0,16,1,0.06,46,0.7,1:2,Elective Procedure,Friday
2024-02-10,orthopedic,7,7,1.0,19,23,0,0,0,0,0,30,61,0.49,0,0.02,0.1,18,1,0.06,59,0.7,1:4,Chronic Illness,Saturday
2024-02-11,neurology,19,0,0.0,15,13,0,0,0,0,0,13,13,1.0,1,0.0,0.0,17,1,0.06,45,0.9,1:4,Critical Care,Sunday
2024-02-12,oncology,17,0,0.0,139,29,28,0,0,0,0,29,29,1.0,2,0.14,0.0,10,1,0.1,34,0.8,1:1,Elective Procedure,Monday
2024-02-13,radiology,36,0,0.0,0,0,0,17716,0,17699,0,0,0,0.0,0,0.0,0.0,0,0,0.0,58,0.6,1:1,0,Tuesday
2024-02-14,pathology,48,0,0.0,0,0,0,9320,0,9308,0,0,0,0.0,0,0.0,0.0,0,0,0.0,30,0.6,1:2,0,Wednesday
2024-02-15,anesthesiology,34,0,0.0,0,0,0,17947,0,17943,0,0,0,0.0,0,0.0,0.0,0,0,0.0,29,0.7,1:1,0,Thursday
2024-02-16,icu,48,0,0.0,21,13,23,0,0,0,0,13,13,1.0,2,0.16,0.0,13,0,0.0,48,0.9,1:3,Imaging,Friday
2024-02-17,psychiatry,36,0,0.0,98,11,6,0,0,0,0,41,41,1.0,4,0.13,0.0,10,0,0.0,18,0.5,1:4,Child Health,Saturday
2024-02-18,physical_therapy,13,0,0.92,0,36,0,10585,0,10582,0,11,59,0.19,0,0.0,0.0,17,1,0.06,16,0.6,1:3,0,Sunday
2024-02-19,resp_therapy,6,0,0.0,0,31,0,12704,0,12691,0,53,53,1.0,0,0.0,0.0,17,0,0.0,58,0.8,1:2,0,Monday
2024-02-20,nutrition_diet,24,0,0.0,0,0,0,15498,0,15487,0,0,0,0.0,0,0.0,0.0,13,1,0.08,0,0.0,1:4,0,Tuesday
2024-02-21,pharmacy,19,0,0.0,0,0,0,19144,0,19140,0,0,0,0.0,0,0.0,0.0,0,0,0.0,19,0.5,1:1,0,Wednesday
2024-02-22,laboratory,14,0,0.0,0,0,0,10553,0,10550,0,0,0,0.0,0,0.0,0.0,0,0,0.0,27,0.9,1:1,0,Thursday
2024-02-23,infection_control,36,0,0.0,0,3,0,0,0,0,0,0,0,1.0,4,0.05,0.0,0,0,0.0,0,0.0,1:2,0,Friday
2024-02-24,medical_records,18,0,0.0,0,0,0,5736,0,5723,0,0,0,0.0,0,0.0,0.0,16,0,0.0,0,0.0,1:1,0,Saturday
2024-02-25,admin,22,0,0.0,0,0,0,18730,0,18724,0,0,0,0.0,0,0.0,0.0,18,1,0.06,0,0.0,1:1,0,Sunday
2024-02-26,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,17,0,0.0,0,0.0,0,0,Monday
2024-02-27,emergency,46,0,0.0,0,20,26,0,0,0,0,35,35,1.0,0,0.0,0.0,10,1,0.1,57,1.0,1:3,Nervous System,Tuesday
2024-02-28,internal_med,28,0,0.0,120,34,43,0,0,0,0,23,42,0.55,1,0.19,0.0,16,1,0.06,30,0.6,1:2,Prenatal,Wednesday
2024-02-29,surgery,0,0,0.0,89,14,0,2206,0,2198,0,60,60,1.0,1,0.19,0.0,15,1,0.07,13,0.9,1:4,Imaging,Thursday
2024-03-01,pediatric,28,0,0.0,79,31,22,0,0,0,0,31,31,1.0,1,0.18,0.0,19,0,0.0,11,0.6,1:1,Accident,Friday
2024-03-02,obgyn,26,0,0.0,127,13,30,0,0,0,0,13,13,1.0,1,0.05,0.0,16,1,0.06,46,0.5,1:3,Joint Issues,Saturday
2024-03-03,cardio,5,3,0.6,67,32,17,0,0,0,0,27,62,0.44,1,0.15,0.0,17,1,0.06,32,0.6,1:4,Breathing Disorders,Sunday
2024-03-04,orthopedic,42,0,0.0,133,31,0,0,0,0,0,31,31,1.0,4,0.0,0.0,16,1,0.06,14,1.0,1:1,Prenatal,Monday
2024-03-05,neurology,48,0,0.0,86,29,0,0,0,0,0,29,36,0.81,0,0.1,0.0,13,0,0.0,58,0.9,1:4,Lab Tests,Tuesday
2024-03-06,oncology,41,8,0.2,38,10,32,0,0,0,0,13,31,0.42,4,0.01,0.3,19,1,0.05,37,0.9,1:1,Joint Issues,Wednesday
2024-03-07,radiology,6,0,0.0,0,0,0,1879,0,1862,0,0,0,0.0,0,0.0,0.0,0,0,0.0,36,1.0,1:2,0,Thursday
2024-03-08,pathology,31,0,0.0,0,0,0,6021,0,6011,0,0,0,0.0,0,0.0,0.0,0,0,0.0,29,0.9,1:1,0,Friday
2024-03-09,anesthesiology,45,0,0.0,0,0,0,15048,0,15029,0,0,0,0.0,0,0.0,0.0,0,0,0.0,48,1.0,1:2,0,Saturday
2024-03-10,icu,10,0,0.0,143,37,50,0,0,0,0,11,40,0.28,0,0.1,0.0,17,0,0.0,34,0.5,1:4,Accident,Sunday
2024-03-11,psychiatry,35,15,0.43,121,8,56,0,0,0,0,49,72,0.68,0,0.14,0.2,16,0,0.0,13,0.7,1:3,Breathing Disorders,Monday
2024-03-12,physical_therapy,14,0,1.0,0,27,0,9941,0,9935,0,12,53,0.23,0,0.0,0.0,11,0,0.0,21,0.9,1:4,0,Tuesday
2024-03-13,resp_therapy,36,0,0.22,0,7,0,1435,0,1421,0,27,42,0.64,0,0.0,0.0,14,1,0.07,28,0.6,1:3,0,Wednesday
2024-03-14,nutrition_diet,30,0,0.0,0,0,0,10616,0,10598,0,0,0,0.0,0,0.0,0.0,13,0,0.0,0,0.0,1:4,0,Thursday
2024-03-15,pharmacy,11,0,0.0,0,0,0,5228,0,5221,0,0,0,0.0,0,0.0,0.0,0,0,0.0,48,0.8,1:3,0,Friday
2024-03-16,laboratory,36,0,0.0,0,0,0,18353,0,18351,0,0,0,0.0,0,0.0,0.0,0,0,0.0,44,0.9,1:3,0,Saturday
2024-03-17,infection_control,47,0,0.0,0,11,0,0,0,0,0,0,0,0.94,1,0.08,0.0,0,0,0.0,0,0.0,1:1,0,Sunday
2024-03-18,medical_records,38,0,0.0,0,0,0,13457,0,13438,0,0,0,0.0,0,0.0,0.0,14,1,0.07,0,0.0,1:3,0,Monday
2024-03-19,admin,26,0,0.0,0,0,0,19542,0,19533,0,0,0,0.0,0,0.0,0.0,12,0,0.0,0,0.0,1:3,0,Tuesday
2024-03-20,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,13,1,0.08,0,0.0,0,0,Wednesday
2024-03-21,emergency,14,0,0.0,0,1,51,0,0,0,0,14,14,1.0,0,0.0,0.0,11,0,0.0,37,0.7,1:1,Accident,Thursday
2024-03-22,internal_med,32,0,0.0,131,24,47,0,0,0,0,46,46,1.0,4,0.07,0.0,12,0,0.0,27,0.7,1:3,Lab Tests,Friday
2024-03-23,surgery,0,0,0.0,112,8,0,13401,0,13383,0,60,67,0.9,3,0.1,0.0,16,1,0.06,27,0.6,1:3,Critical Care,Saturday
2024-03-24,pediatric,23,23,1.0,44,2,52,0,0,0,0,32,76,0.42,4,0.14,0.3,12,0,0.0,35,0.8,1:2,Critical Care,Sunday
2024-03-25,obgyn,45,12,0.27,142,36,44,0,0,0,0,7,55,0.13,1,0.02,0.2,12,1,0.08,14,0.6,1:3,Critical Care,Monday
2024-03-26,cardio,33,0,0.0,33,11,7,0,0,0,0,11,11,1.0,3,0.12,0.0,18,1,0.06,18,0.8,1:3,Chronic Illness,Tuesday
2024-03-27,orthopedic,45,0,0.0,118,25,0,0,0,0,0,66,72,0.92,3,0.1,0.0,14,0,0.0,15,0.5,1:1,Cancer,Wednesday
2024-03-28,neurology,35,0,0.0,20,7,0,0,0,0,0,15,15,1.0,0,0.19,0.0,14,0,0.0,22,0.8,1:4,Rehabilitation,Thursday
2024-03-29,oncology,47,0,0.0,122,28,47,0,0,0,0,25,37,0.68,3,0.2,0.0,11,0,0.0,19,0.7,1:3,Breathing Disorders,Friday
2024-03-30,radiology,20,0,0.0,0,0,0,7143,0,7125,0,0,0,0.0,0,0.0,0.0,0,0,0.0,27,0.8,1:3,0,Saturday
2024-03-31,pathology,30,0,0.0,0,0,0,10349,0,10347,0,0,0,0.0,0,0.0,0.0,0,0,0.0,16,0.8,1:1,0,Sunday
2024-04-01,anesthesiology,34,0,0.0,0,0,0,16879,0,16871,0,0,0,0.0,0,0.0,0.0,0,0,0.0,34,1.0,1:2,0,Monday
2024-04-02,icu,40,0,0.0,14,30,57,0,0,0,0,8,30,0.27,2,0.08,0.0,16,0,0.0,16,0.8,1:3,Lab Tests,Tuesday
2024-04-03,psychiatry,38,0,0.0,146,8,10,0,0,0,0,40,40,1.0,1,0.16,0.0,14,0,0.0,36,0.7,1:4,Chronic Illness,Wednesday
2024-04-04,physical_therapy,7,0,0.0,0,4,0,10373,0,10366,0,29,29,1.0,0,0.0,0.0,15,0,0.0,38,0.7,1:2,0,Thursday
2024-04-05,resp_therapy,8,0,1.0,0,37,0,17140,0,17132,0,17,67,0.25,0,0.0,0.0,17,1,0.06,51,0.7,1:1,0,Friday
2024-04-06,nutrition_diet,44,0,0.0,0,0,0,5094,0,5085,0,0,0,0.0,0,0.0,0.0,19,1,0.05,0,0.0,1:2,0,Saturday
2024-04-07,pharmacy,33,0,0.0,0,0,0,14018,0,13999,0,0,0,0.0,0,0.0,0.0,0,0,0.0,20,0.6,1:1,0,Sunday
2024-04-08,laboratory,29,0,0.0,0,0,0,5615,0,5599,0,0,0,0.0,0,0.0,0.0,0,0,0.0,50,0.9,1:1,0,Monday
2024-04-09,infection_control,45,0,0.0,0,22,0,0,0,0,0,0,0,1.0,2,0.15,0.0,0,0,0.0,0,0.0,1:2,0,Tuesday
2024-01-01,medical_records,24,0,0.0,0,0,0,18746,0,18742,0,0,0,0.0,0,0.0,0.0,13,1,0.08,0,0.0,1:1,0,Monday
2024-01-02,admin,49,0,0.0,0,0,0,10926,0,10914,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:2,0,Tuesday
2024-01-03,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,18,1,0.06,0,0.0,0,0,Wednesday
2024-01-04,emergency,20,0,0.0,0,16,53,0,0,0,0,50,51,0.98,0,0.0,0.0,11,0,0.0,16,0.6,1:3,Cardiac Issues,Thursday
2024-01-05,internal_med,23,23,1.0,14,2,5,0,0,0,0,9,44,0.2,2,0.13,0.5,12,0,0.0,15,1.0,1:4,Lab Tests,Friday
2024-01-06,surgery,0,8,1.0,97,1,0,16515,0,16503,0,9,26,0.35,2,0.11,0.3,14,1,0.07,22,1.0,1:3,Cancer,Saturday
2024-01-07,pediatric,31,0,0.0,95,7,42,0,0,0,0,51,51,1.0,2,0.03,0.0,12,0,0.0,26,0.8,1:1,Lab Tests,Sunday
2024-01-08,obgyn,10,0,0.0,24,18,49,0,0,0,0,56,56,1.0,1,0.11,0.0,16,1,0.06,36,1.0,1:2,Joint Issues,Monday
2024-01-09,cardio,20,0,0.0,47,25,44,0,0,0,0,27,27,1.0,2,0.15,0.0,16,0,0.0,45,0.9,1:4,Critical Care,Tuesday
2024-01-10,orthopedic,34,0,0.0,62,37,0,0,0,0,0,19,56,0.34,0,0.08,0.0,11,1,0.09,55,0.5,1:3,Child Health,Wednesday
2024-01-11,neurology,46,5,0.11,140,20,0,0,0,0,0,40,65,0.62,1,0.05,0.1,13,1,0.08,30,0.7,1:1,Chronic Illness,Thursday
