date,departments,daily_visits,daily_admissions,admission_rate,patient_days,daily_discharge,wait_time,daily_revenue,ctf_daily,daily_profit,ctp_daily,beds_in_use,total_beds,occupancy_rate,daily_readmission,readmission_rate,bed_turnover,employee_count,employee_resign,employee_turnover,equip_count,equip_use,staff_patient_ratio,refer_reason
2024-02-06,pharmacy,26,0,0.0,146,22,13,7334.0,13.0,7321.0,21,22,22,1.0,1,0.1,0.0,75,3,0.04,41,0.6,1:3,Lab Tests
2024-02-07,laboratory,137,0,0.0,92,23,33,9689.0,11.0,9678.0,19,27,42,0.64,0,0.04,0.0,139,4,0.03,13,0.9,1:2,Accident
2024-02-08,infection_control,180,0,0.0,19,13,5,12926.0,2.0,12924.0,20,30,33,0.91,3,0.13,0.0,51,0,0.0,30,0.8,1:2,Pre/Post Surgery
2024-02-09,medical_records,196,0,0.0,49,20,22,14574.0,9.0,14565.0,14,11,20,0.55,1,0.12,0.0,44,2,0.05,51,0.5,1:1,Nervous System
2024-02-10,admin,117,0,0.0,63,2,45,9751.0,19.0,9732.0,11,26,26,1.0,3,0.13,0.0,135,4,0.03,41,0.5,1:3,Prenatal
2024-02-11,security,188,44,0.23,144,2,57,6634.0,3.0,6631.0,18,31,77,0.4,4,0.01,0.6,85,0,0.0,27,0.8,1:1,Elective Procedure
2024-02-12,emergency,191,10,0.05,13,16,24,11269.0,17.0,11252.0,20,30,56,0.54,2,0.11,0.2,61,0,0.0,42,0.7,1:1,Chronic Illness
2024-02-13,internal_med,161,0,0.0,15,9,45,13451.0,13.0,13438.0,18,34,34,1.0,4,0.12,0.0,95,2,0.02,23,0.6,1:3,Elective Procedure
2024-02-14,surgery,34,0,0.0,82,28,38,6179.0,10.0,6169.0,18,30,30,1.0,2,0.04,0.0,57,1,0.02,15,0.5,1:3,Critical Care
2024-02-15,pediatric,189,0,0.0,67,13,55,7791.0,4.0,7787.0,6,21,21,1.0,3,0.04,0.0,80,4,0.05,20,0.6,1:4,Cancer
2024-02-16,obgyn,97,0,0.0,86,35,32,6237.0,5.0,6232.0,24,46,46,1.0,3,0.06,0.0,108,2,0.02,55,1.0,1:2,Chronic Illness
2024-02-17,cardio,170,0,0.0,28,13,52,5291.0,3.0,5288.0,9,51,51,1.0,4,0.14,0.0,37,2,0.05,29,0.9,1:4,Mental Health
2024-02-18,orthopedic,186,0,0.0,71,26,39,7743.0,9.0,7734.0,3,6,26,0.23,2,0.12,0.0,89,1,0.01,38,0.8,1:2,Imaging
2024-02-19,neurology,38,0,0.0,80,21,20,18475.0,11.0,18464.0,22,57,57,1.0,2,0.17,0.0,101,4,0.04,44,1.0,1:2,Accident
2024-02-20,oncology,72,0,0.0,147,32,25,7257.0,17.0,7240.0,3,37,37,1.0,1,0.06,0.0,135,2,0.01,25,0.8,1:2,Breathing Disorders
2024-02-21,radiology,159,0,0.0,34,34,17,17593.0,12.0,17581.0,10,33,50,0.66,0,0.18,0.0,99,1,0.01,57,0.9,1:1,Rehabilitation
2024-02-22,pathology,163,18,0.11,136,8,39,8833.0,19.0,8814.0,10,30,56,0.54,1,0.15,0.3,34,4,0.12,16,0.6,1:1,Chronic Illness
2024-02-23,anesthesiology,165,0,0.0,67,2,46,11401.0,15.0,11386.0,12,27,27,1.0,3,0.08,0.0,32,3,0.09,49,0.8,1:3,Critical Care
2024-02-24,icu,123,0,0.0,129,22,58,8860.0,9.0,8851.0,3,22,22,1.0,4,0.02,0.0,138,0,0.0,45,0.6,1:2,Rehabilitation
2024-02-25,psychiatry,58,0,0.0,120,22,36,2616.0,16.0,2600.0,23,22,22,1.0,2,0.05,0.0,62,1,0.02,53,0.7,1:2,Chronic Illness
2024-02-26,physical_therapy,90,0,0.0,85,28,54,7884.0,18.0,7866.0,23,40,40,1.0,1,0.19,0.0,76,0,0.0,53,0.5,1:2,Pre/Post Surgery
2024-02-27,resp_therapy,93,0,0.0,79,11,42,4711.0,19.0,4692.0,16,11,11,1.0,4,0.06,0.0,36,3,0.08,40,0.6,1:1,Lab Tests
2024-02-28,nutrition_diet,114,0,0.0,147,1,10,1339.0,7.0,1332.0,16,25,25,1.0,4,0.07,0.0,51,2,0.04,51,0.5,1:3,Rehabilitation
2024-02-29,pharmacy,186,1,0.01,75,10,54,14724.0,15.0,14709.0,12,7,18,0.39,0,0.04,0.1,74,2,0.03,53,0.7,1:1,Prenatal
2024-03-01,laboratory,157,0,0.0,129,4,42,15113.0,4.0,15109.0,21,47,47,1.0,2,0.16,0.0,32,4,0.12,52,0.9,1:4,Accident
2024-03-02,infection_control,127,0,0.0,96,35,42,15855.0,8.0,15847.0,18,36,63,0.57,4,0.06,0.0,66,1,0.02,52,0.7,1:4,Critical Care
2024-03-03,medical_records,95,20,0.21,148,10,58,15523.0,16.0,15507.0,11,35,65,0.54,2,0.07,0.3,106,1,0.01,56,0.9,1:4,Pre/Post Surgery
2024-03-04,admin,72,0,0.0,131,11,17,10980.0,17.0,10963.0,22,47,54,0.87,1,0.08,0.0,81,4,0.05,15,0.8,1:3,Rehabilitation
2024-03-05,security,198,18,0.09,58,14,50,7123.0,17.0,7106.0,18,11,43,0.26,4,0.09,0.4,48,0,0.0,38,0.8,1:4,Imaging
2024-03-06,emergency,113,0,0.0,57,18,57,8342.0,9.0,8333.0,22,5,18,0.28,4,0.08,0.0,41,2,0.05,36,0.6,1:3,Nervous System
2024-03-07,internal_med,58,0,0.0,124,12,43,17066.0,8.0,17058.0,10,17,17,1.0,1,0.1,0.0,84,2,0.02,52,1.0,1:1,Chronic Illness
2024-03-08,surgery,80,0,0.0,96,16,17,7662.0,7.0,7655.0,9,16,16,1.0,2,0.16,0.0,48,1,0.02,11,0.5,1:1,Cardiac Issues
2024-03-09,pediatric,10,0,0.0,16,16,51,6311.0,3.0,6308.0,13,45,45,1.0,2,0.16,0.0,67,1,0.01,31,0.8,1:3,Prenatal
2024-03-10,obgyn,150,0,0.0,86,27,16,2078.0,14.0,2064.0,23,10,27,0.37,4,0.16,0.0,24,4,0.17,18,0.8,1:1,Chronic Illness
2024-03-11,cardio,188,0,0.0,130,2,57,10093.0,13.0,10080.0,8,12,12,1.0,1,0.02,0.0,120,3,0.02,20,0.7,1:1,Imaging
2024-03-12,orthopedic,132,0,0.0,133,11,37,12131.0,16.0,12115.0,17,34,37,0.92,3,0.16,0.0,90,0,0.0,25,0.6,1:3,Pre/Post Surgery
2024-03-13,neurology,193,51,0.26,134,3,32,7830.0,10.0,7820.0,21,25,79,0.32,2,0.02,0.6,85,3,0.04,54,0.7,1:4,Accident
2024-03-14,oncology,71,0,0.0,21,29,7,9515.0,3.0,9512.0,16,53,53,1.0,3,0.02,0.0,91,3,0.03,22,0.9,1:3,Cardiac Issues
2024-03-15,radiology,41,0,0.0,80,18,22,4975.0,18.0,4957.0,17,30,30,1.0,4,0.19,0.0,44,1,0.02,27,0.9,1:2,Mental Health
2024-03-16,pathology,167,0,0.0,10,20,30,19772.0,6.0,19766.0,8,37,37,1.0,3,0.16,0.0,79,1,0.01,34,1.0,1:1,Cardiac Issues
2024-03-17,anesthesiology,38,0,0.0,128,14,58,8020.0,12.0,8008.0,12,55,63,0.87,3,0.11,0.0,59,1,0.02,42,0.7,1:3,Rehabilitation
2024-03-18,icu,58,0,0.0,120,34,44,17052.0,8.0,17044.0,16,63,63,1.0,2,0.17,0.0,26,3,0.12,19,0.7,1:1,Elective Procedure
2024-03-19,psychiatry,182,0,0.0,73,31,6,18887.0,3.0,18884.0,18,60,74,0.81,4,0.2,0.0,65,0,0.0,39,0.5,1:4,Critical Care
2024-03-20,physical_therapy,39,0,0.0,52,18,8,15704.0,17.0,15687.0,15,30,30,1.0,3,0.12,0.0,105,1,0.01,58,1.0,1:1,Nervous System
2024-03-21,resp_therapy,153,0,0.0,50,22,54,18965.0,13.0,18952.0,13,22,22,1.0,2,0.12,0.0,40,2,0.05,10,0.7,1:3,Cancer
2024-03-22,nutrition_diet,177,22,0.12,124,25,32,10727.0,16.0,10711.0,5,19,66,0.29,3,0.15,0.3,20,0,0.0,42,0.7,1:4,Elective Procedure
2024-03-23,pharmacy,28,0,0.0,48,19,32,19251.0,2.0,19249.0,10,58,58,1.0,2,0.05,0.0,142,2,0.01,58,1.0,1:4,Cancer
2024-03-24,laboratory,27,24,0.89,10,8,29,10611.0,14.0,10597.0,5,31,63,0.49,4,0.03,0.4,144,0,0.0,24,0.8,1:4,Nervous System
2024-03-25,infection_control,10,0,0.0,50,19,30,16261.0,7.0,16254.0,4,19,19,1.0,1,0.15,0.0,52,1,0.02,38,0.8,1:2,Prenatal
2024-03-26,medical_records,87,0,0.0,97,8,49,17402.0,14.0,17388.0,23,62,62,1.0,2,0.07,0.0,23,4,0.17,11,0.6,1:3,Cardiac Issues
2024-03-27,admin,124,0,0.0,107,31,51,15388.0,19.0,15369.0,16,53,53,1.0,2,0.03,0.0,22,1,0.05,20,0.7,1:3,Pre/Post Surgery
2024-03-28,security,184,0,0.0,97,3,6,8963.0,4.0,8959.0,22,56,56,1.0,3,0.06,0.0,110,3,0.03,43,1.0,1:4,Pre/Post Surgery
2024-03-29,emergency,122,53,0.43,88,3,46,18554.0,2.0,18552.0,23,6,62,0.1,4,0.07,0.9,71,3,0.04,50,0.8,1:1,Pre/Post Surgery
2024-03-30,internal_med,123,0,0.0,80,22,38,19798.0,16.0,19782.0,24,40,55,0.73,0,0.19,0.0,47,0,0.0,28,0.6,1:4,Accident
2024-03-31,surgery,175,0,0.0,146,17,34,7622.0,14.0,7608.0,17,17,22,0.77,0,0.14,0.0,89,3,0.03,11,0.5,1:2,Prenatal
2024-04-01,pediatric,188,0,0.0,108,36,25,1353.0,6.0,1347.0,5,19,46,0.41,1,0.11,0.0,76,1,0.01,57,0.7,1:4,Imaging
2024-04-02,obgyn,72,0,0.0,96,17,48,13426.0,14.0,13412.0,3,33,33,1.0,4,0.19,0.0,127,2,0.02,29,0.8,1:3,Breathing Disorders
2024-04-03,cardio,141,0,0.0,10,11,41,11011.0,6.0,11005.0,17,11,11,1.0,2,0.18,0.0,43,1,0.02,50,0.5,1:4,Imaging
2024-04-04,orthopedic,138,0,0.0,121,9,48,7519.0,19.0,7500.0,22,23,23,1.0,0,0.1,0.0,96,0,0.0,40,0.8,1:1,Pre/Post Surgery
2024-04-05,neurology,17,0,0.0,83,19,27,3585.0,11.0,3574.0,24,19,19,1.0,1,0.18,0.0,95,3,0.03,13,0.8,1:3,Joint Issues
2024-04-06,oncology,166,0,0.0,74,21,37,6281.0,9.0,6272.0,4,44,44,1.0,4,0.08,0.0,88,2,0.02,38,0.9,1:1,Accident
2024-04-07,radiology,64,0,0.0,78,12,6,17548.0,16.0,17532.0,20,34,34,1.0,1,0.05,0.0,120,4,0.03,39,0.5,1:4,Imaging
2024-04-08,pathology,112,0,0.0,76,12,31,9699.0,5.0,9694.0,3,12,12,1.0,0,0.05,0.0,111,2,0.02,22,0.9,1:3,Cancer
2024-04-09,anesthesiology,140,0,0.0,59,26,52,18256.0,3.0,18253.0,11,26,26,1.0,3,0.13,0.0,111,2,0.02,24,0.8,1:2,Critical Care
2024-01-01,icu,41,0,0.0,67,11,26,4528.0,7.0,4521.0,5,21,21,1.0,3,0.1,0.0,131,1,0.01,29,0.7,1:3,Joint Issues
2024-01-02,psychiatry,19,0,0.0,62,20,38,2304.0,4.0,2300.0,4,44,63,0.7,4,0.13,0.0,114,3,0.03,43,1.0,1:1,Rehabilitation
2024-01-03,physical_therapy,119,0,0.0,100,33,20,13233.0,8.0,13225.0,6,21,33,0.64,1,0.14,0.0,42,2,0.05,37,0.6,1:3,Child Health
2024-01-04,resp_therapy,171,0,0.0,124,11,24,12492.0,11.0,12481.0,18,38,38,1.0,2,0.0,0.0,46,2,0.04,29,0.8,1:2,Lab Tests
2024-01-05,nutrition_diet,133,38,0.29,127,8,30,13052.0,7.0,13045.0,24,6,52,0.12,0,0.01,0.7,89,1,0.01,59,0.7,1:2,Child Health
2024-01-06,pharmacy,96,0,0.0,66,4,20,19852.0,17.0,19835.0,3,34,34,1.0,3,0.11,0.0,128,0,0.0,34,0.8,1:2,Lab Tests
2024-01-07,laboratory,64,29,0.45,95,27,10,5388.0,3.0,5385.0,11,13,69,0.19,3,0.04,0.4,96,0,0.0,36,0.8,1:2,Rehabilitation
2024-01-08,infection_control,41,15,0.37,27,38,49,15773.0,18.0,15755.0,10,21,74,0.28,1,0.13,0.2,69,2,0.03,39,0.5,1:1,Imaging
2024-01-09,medical_records,187,0,0.0,25,30,48,3838.0,14.0,3824.0,8,37,37,1.0,3,0.11,0.0,143,3,0.02,50,0.8,1:3,Joint Issues
2024-01-10,admin,144,0,0.0,139,25,27,6966.0,2.0,6964.0,22,25,25,1.0,1,0.12,0.0,38,1,0.03,29,0.8,1:4,Cardiac Issues
2024-01-11,security,102,0,0.0,22,21,46,18377.0,7.0,18370.0,20,56,56,1.0,0,0.06,0.0,20,0,0.0,10,0.9,1:2,Elective Procedure
2024-01-12,emergency,17,17,1.0,89,20,41,4773.0,6.0,4767.0,18,25,67,0.37,1,0.13,0.3,59,0,0.0,44,0.5,1:4,Mental Health
2024-01-13,internal_med,74,10,0.14,52,4,12,14590.0,14.0,14576.0,10,22,36,0.61,3,0.17,0.3,41,4,0.1,58,0.6,1:4,Cancer
2024-01-14,surgery,66,0,0.0,63,11,10,13287.0,19.0,13268.0,6,59,62,0.95,1,0.2,0.0,131,2,0.02,52,0.8,1:3,Breathing Disorders
2024-01-15,pediatric,76,5,0.07,146,13,41,19403.0,13.0,19390.0,5,33,51,0.65,3,0.17,0.1,59,3,0.05,33,0.6,1:4,Rehabilitation
2024-01-16,obgyn,196,31,0.16,82,9,56,8933.0,8.0,8925.0,17,28,68,0.41,4,0.11,0.5,57,1,0.02,34,0.8,1:4,Cardiac Issues
2024-01-17,cardio,81,31,0.38,57,4,26,4123.0,16.0,4107.0,8,21,56,0.38,3,0.04,0.6,67,0,0.0,49,0.5,1:1,Lab Tests
2024-01-18,orthopedic,63,9,0.14,27,12,10,9726.0,4.0,9722.0,3,22,43,0.51,3,0.14,0.2,94,4,0.04,21,0.7,1:4,Chronic Illness
2024-01-19,neurology,76,0,0.0,20,9,58,18324.0,17.0,18307.0,20,46,46,1.0,3,0.19,0.0,126,2,0.02,20,0.9,1:3,Imaging
2024-01-20,oncology,60,0,0.0,93,13,36,19282.0,2.0,19280.0,13,15,15,1.0,4,0.04,0.0,27,2,0.07,39,0.9,1:4,Rehabilitation
2024-01-21,radiology,106,0,0.0,28,16,21,8900.0,17.0,8883.0,5,16,16,1.0,2,0.05,0.0,105,1,0.01,22,0.8,1:3,Pre/Post Surgery
2024-01-22,pathology,101,0,0.0,109,34,42,14466.0,13.0,14453.0,15,18,34,0.53,3,0.03,0.0,87,0,0.0,56,0.9,1:2,Chronic Illness
2024-01-23,anesthesiology,17,0,0.0,125,13,21,18206.0,9.0,18197.0,19,42,42,1.0,2,0.15,0.0,94,1,0.01,34,0.9,1:4,Accident
2024-01-24,icu,171,0,0.0,99,39,41,8631.0,13.0,8618.0,20,33,64,0.52,0,0.08,0.0,109,1,0.01,34,0.8,1:4,Lab Tests
2024-01-25,psychiatry,44,31,0.7,83,28,27,1798.0,16.0,1782.0,16,8,67,0.12,1,0.01,0.5,149,4,0.03,26,1.0,1:4,Prenatal
2024-01-26,physical_therapy,105,0,0.0,33,16,53,15645.0,3.0,15642.0,9,16,16,1.0,2,0.17,0.0,99,2,0.02,21,0.8,1:2,Imaging
2024-01-27,resp_therapy,97,0,0.0,22,24,53,8807.0,18.0,8789.0,9,51,66,0.77,0,0.11,0.0,114,3,0.03,20,0.8,1:1,Cardiac Issues
2024-01-28,nutrition_diet,87,0,0.0,134,19,17,15010.0,8.0,15002.0,16,13,21,0.62,1,0.07,0.0,89,2,0.02,19,0.7,1:4,Elective Procedure
2024-01-29,pharmacy,41,0,0.0,125,13,36,12995.0,14.0,12981.0,17,25,25,1.0,3,0.07,0.0,109,2,0.02,26,1.0,1:3,Child Health
2024-01-30,laboratory,129,20,0.16,80,13,26,6009.0,2.0,6007.0,14,19,52,0.37,3,0.06,0.4,78,4,0.05,54,0.6,1:1,Prenatal
2024-01-31,infection_control,55,0,0.0,135,16,11,8582.0,7.0,8575.0,14,16,16,1.0,3,0.09,0.0,47,3,0.06,25,0.5,1:1,Child Health
2024-02-01,medical_records,153,2,0.01,128,2,26,17198.0,14.0,17184.0,10,56,60,0.93,4,0.07,0.0,91,0,0.0,29,0.6,1:1,Cancer
2024-02-02,admin,174,1,0.01,100,10,25,12306.0,12.0,12294.0,18,30,41,0.73,4,0.11,0.0,33,3,0.09,58,0.6,1:4,Pre/Post Surgery
2024-02-03,security,191,0,0.0,94,17,10,6648.0,11.0,6637.0,11,17,17,1.0,4,0.15,0.0,43,0,0.0,14,0.7,1:2,Elective Procedure
2024-02-04,emergency,151,11,0.07,117,13,18,13787.0,17.0,13770.0,4,30,54,0.56,4,0.13,0.2,131,3,0.02,50,0.9,1:2,Prenatal
2024-02-05,internal_med,64,9,0.14,136,9,20,15560.0,18.0,15542.0,16,50,68,0.74,0,0.06,0.1,63,1,0.02,41,0.8,1:4,Joint Issues
2024-02-06,surgery,185,0,0.0,130,13,7,11926.0,18.0,11908.0,18,13,13,1.0,0,0.11,0.0,75,3,0.04,36,0.6,1:3,Pre/Post Surgery
2024-02-07,pediatric,16,5,0.31,138,14,13,17967.0,5.0,17962.0,7,57,76,0.75,3,0.17,0.1,139,4,0.03,13,0.9,1:3,Pre/Post Surgery
2024-02-08,obgyn,83,11,0.13,15,20,51,13705.0,6.0,13699.0,7,7,38,0.18,1,0.01,0.3,51,0,0.0,50,0.8,1:3,Breathing Disorders
2024-02-09,cardio,16,0,0.0,87,15,25,2880.0,15.0,2865.0,22,38,38,1.0,4,0.02,0.0,44,2,0.05,57,0.8,1:4,Joint Issues
2024-02-10,orthopedic,170,0,0.0,47,32,54,2387.0,11.0,2376.0,23,23,37,0.62,1,0.11,0.0,135,4,0.03,16,0.7,1:2,Mental Health
2024-02-11,neurology,160,0,0.0,125,33,34,15270.0,15.0,15255.0,20,21,53,0.4,0,0.13,0.0,85,0,0.0,55,0.9,1:4,Cardiac Issues
2024-02-12,oncology,94,0,0.0,111,13,34,14649.0,2.0,14647.0,20,13,13,1.0,4,0.04,0.0,61,0,0.0,23,0.7,1:2,Cancer
2024-02-13,radiology,156,0,0.0,17,18,46,6420.0,12.0,6408.0,7,18,18,1.0,0,0.15,0.0,95,2,0.02,48,0.5,1:1,Rehabilitation
2024-02-14,pathology,121,0,0.0,87,14,46,9182.0,19.0,9163.0,13,14,14,1.0,0,0.13,0.0,57,1,0.02,33,0.7,1:4,Joint Issues
2024-02-15,anesthesiology,134,0,0.0,121,13,36,7300.0,17.0,7283.0,15,65,65,1.0,2,0.18,0.0,80,4,0.05,57,0.9,1:2,Lab Tests
2024-02-16,icu,156,36,0.23,64,16,27,2995.0,19.0,2976.0,5,7,59,0.12,0,0.03,0.6,108,2,0.02,27,0.8,1:1,Child Health
2024-02-17,psychiatry,45,0,0.0,57,2,7,7452.0,9.0,7443.0,19,24,24,1.0,3,0.15,0.0,37,2,0.05,47,0.6,1:1,Lab Tests
2024-02-18,physical_therapy,38,0,0.0,97,17,5,14335.0,11.0,14324.0,20,41,41,1.0,0,0.02,0.0,89,1,0.01,48,0.6,1:4,Imaging
2024-02-19,resp_therapy,197,0,0.0,19,32,7,8606.0,11.0,8595.0,16,30,37,0.81,4,0.11,0.0,101,4,0.04,49,0.8,1:2,Cancer
2024-02-20,nutrition_diet,91,0,0.0,61,8,41,5926.0,6.0,5920.0,14,31,31,1.0,3,0.11,0.0,135,2,0.01,10,0.8,1:1,Cardiac Issues
2024-02-21,pharmacy,11,11,1.0,43,3,11,19282.0,11.0,19271.0,16,11,26,0.42,0,0.08,0.4,99,1,0.01,26,0.7,1:4,Rehabilitation
2024-02-22,laboratory,138,6,0.04,70,12,7,18394.0,19.0,18375.0,20,50,68,0.74,3,0.17,0.1,34,4,0.12,35,0.9,1:1,Accident
2024-02-23,infection_control,56,0,0.0,88,20,40,6235.0,7.0,6228.0,22,50,66,0.76,0,0.0,0.0,32,3,0.09,31,1.0,1:3,Cancer
2024-02-24,medical_records,157,0,0.0,27,16,53,12752.0,4.0,12748.0,4,20,35,0.57,3,0.1,0.0,138,0,0.0,48,0.6,1:4,Lab Tests
2024-02-25,admin,20,0,0.0,80,14,7,16724.0,9.0,16715.0,9,28,34,0.82,1,0.04,0.0,62,1,0.02,27,0.8,1:1,Joint Issues
2024-02-26,security,139,0,0.0,95,16,59,15494.0,10.0,15484.0,17,19,19,1.0,2,0.15,0.0,76,0,0.0,47,0.5,1:4,Cardiac Issues
2024-02-27,emergency,128,0,0.0,41,33,8,7456.0,6.0,7450.0,12,54,54,1.0,3,0.01,0.0,36,3,0.08,37,0.9,1:4,Cardiac Issues
2024-02-28,internal_med,149,0,0.0,52,20,35,18470.0,3.0,18467.0,17,20,20,1.0,4,0.17,0.0,51,2,0.04,30,0.7,1:2,Breathing Disorders
2024-02-29,surgery,29,29,1.0,92,12,6,1023.0,3.0,1020.0,19,5,62,0.08,2,0.17,0.5,74,2,0.03,47,0.6,1:2,Child Health
2024-03-01,pediatric,14,9,0.64,78,15,18,15725.0,8.0,15717.0,13,53,77,0.69,2,0.17,0.1,32,4,0.12,42,0.9,1:1,Child Health
2024-03-02,obgyn,46,0,0.0,59,18,41,15598.0,18.0,15580.0,4,29,37,0.78,0,0.03,0.0,66,1,0.02,39,0.9,1:4,Lab Tests
2024-03-03,cardio,175,32,0.18,21,28,35,11128.0,11.0,11117.0,23,14,74,0.19,3,0.13,0.4,106,1,0.01,51,0.6,1:4,Elective Procedure
2024-03-04,orthopedic,146,15,0.1,94,23,57,10677.0,13.0,10664.0,20,20,58,0.34,2,0.0,0.3,81,4,0.05,17,0.5,1:3,Nervous System
2024-03-05,neurology,62,0,0.0,132,14,6,2102.0,3.0,2099.0,6,56,56,1.0,4,0.17,0.0,48,0,0.0,39,0.7,1:4,Nervous System
2024-03-06,oncology,181,0,0.0,67,30,35,3648.0,11.0,3637.0,11,33,61,0.54,4,0.14,0.0,41,2,0.05,48,0.8,1:2,Chronic Illness
2024-03-07,radiology,108,20,0.19,92,33,51,9583.0,2.0,9581.0,19,10,63,0.16,4,0.11,0.3,84,2,0.02,18,0.9,1:4,Breathing Disorders
2024-03-08,pathology,95,34,0.36,121,15,47,8749.0,5.0,8744.0,19,20,69,0.29,0,0.15,0.5,48,1,0.02,42,0.8,1:2,Breathing Disorders
2024-03-09,anesthesiology,117,35,0.3,137,7,26,8471.0,14.0,8457.0,19,24,66,0.36,1,0.02,0.5,67,1,0.01,52,0.8,1:3,Prenatal
2024-03-10,icu,33,0,0.0,45,15,14,11820.0,13.0,11807.0,18,47,56,0.84,3,0.11,0.0,24,4,0.17,38,0.9,1:1,Breathing Disorders
2024-03-11,psychiatry,90,0,0.0,63,38,56,18750.0,12.0,18738.0,22,30,40,0.75,2,0.06,0.0,120,3,0.02,40,0.8,1:2,Critical Care
2024-03-12,physical_therapy,167,7,0.04,56,11,34,7413.0,11.0,7402.0,10,37,55,0.67,3,0.19,0.1,90,0,0.0,12,0.8,1:1,Breathing Disorders
2024-03-13,resp_therapy,129,0,0.0,124,29,37,5537.0,16.0,5521.0,17,30,35,0.86,2,0.17,0.0,85,3,0.04,59,0.8,1:1,Cancer
2024-03-14,nutrition_diet,68,0,0.0,133,14,23,17395.0,6.0,17389.0,3,14,14,1.0,0,0.15,0.0,91,3,0.03,47,0.9,1:1,Pre/Post Surgery
2024-03-15,pharmacy,137,0,0.0,105,25,50,9400.0,18.0,9382.0,21,61,61,1.0,3,0.19,0.0,44,1,0.02,20,0.6,1:1,Mental Health
2024-03-16,laboratory,123,0,0.0,116,24,29,13698.0,6.0,13692.0,17,56,63,0.89,0,0.07,0.0,79,1,0.01,14,0.6,1:2,Rehabilitation
2024-03-17,infection_control,124,0,0.0,129,19,59,5356.0,3.0,5353.0,11,30,42,0.71,0,0.18,0.0,59,1,0.02,40,0.6,1:3,Cancer
2024-03-18,medical_records,23,23,1.0,110,2,58,16075.0,10.0,16065.0,7,6,59,0.1,3,0.07,0.4,26,3,0.12,29,0.9,1:4,Joint Issues
2024-03-19,admin,18,7,0.39,112,22,50,15432.0,7.0,15425.0,18,18,47,0.38,3,0.15,0.1,65,0,0.0,13,0.7,1:2,Mental Health
2024-03-20,security,49,0,0.0,41,20,5,14130.0,19.0,14111.0,15,34,36,0.94,2,0.15,0.0,105,1,0.01,17,0.7,1:3,Child Health
2024-03-21,emergency,34,0,0.0,75,24,36,9046.0,15.0,9031.0,18,24,24,1.0,4,0.0,0.0,40,2,0.05,51,1.0,1:4,Child Health
2024-03-22,internal_med,112,46,0.41,20,8,29,16525.0,15.0,16510.0,24,16,70,0.23,0,0.07,0.7,20,0,0.0,44,1.0,1:1,Imaging
2024-03-23,surgery,31,0,0.0,46,25,45,6092.0,9.0,6083.0,13,30,30,1.0,1,0.0,0.0,142,2,0.01,22,1.0,1:4,Lab Tests
2024-03-24,pediatric,13,9,0.69,111,9,21,9834.0,18.0,9816.0,15,37,55,0.67,2,0.2,0.2,144,0,0.0,58,0.6,1:4,Joint Issues
2024-03-25,obgyn,163,27,0.17,58,34,18,13321.0,4.0,13317.0,8,17,78,0.22,2,0.02,0.3,52,1,0.02,14,0.9,1:3,Elective Procedure
2024-03-26,cardio,195,0,0.0,28,15,49,3186.0,11.0,3175.0,22,15,15,1.0,4,0.11,0.0,23,4,0.17,49,0.7,1:4,Elective Procedure
2024-03-27,orthopedic,38,17,0.45,16,5,17,12359.0,18.0,12341.0,19,25,47,0.53,4,0.16,0.4,22,1,0.05,28,0.5,1:1,Prenatal
2024-03-28,neurology,118,14,0.12,142,25,42,18591.0,12.0,18579.0,7,32,71,0.45,0,0.04,0.2,110,3,0.03,27,0.7,1:2,Lab Tests
2024-03-29,oncology,107,11,0.1,51,8,43,3078.0,9.0,3069.0,19,52,71,0.73,2,0.1,0.2,71,3,0.04,42,0.8,1:2,Critical Care
2024-03-30,radiology,46,0,0.0,97,16,6,4360.0,2.0,4358.0,3,44,55,0.8,2,0.12,0.0,47,0,0.0,13,0.6,1:3,Cardiac Issues
2024-03-31,pathology,84,0,0.0,144,15,36,19836.0,14.0,19822.0,7,22,22,1.0,1,0.03,0.0,89,3,0.03,27,0.8,1:1,Nervous System
2024-04-01,anesthesiology,79,0,0.0,20,1,36,9813.0,5.0,9808.0,7,12,12,1.0,0,0.16,0.0,76,1,0.01,55,0.9,1:1,Accident
2024-04-02,icu,155,0,0.0,50,15,44,5252.0,8.0,5244.0,9,6,15,0.4,0,0.06,0.0,127,2,0.02,33,0.7,1:4,Joint Issues
2024-04-03,psychiatry,137,0,0.0,12,3,10,2826.0,15.0,2811.0,18,17,17,1.0,4,0.04,0.0,43,1,0.02,52,0.7,1:3,Nervous System
2024-04-04,physical_therapy,94,0,0.0,49,38,29,17561.0,6.0,17555.0,20,53,53,1.0,0,0.11,0.0,96,0,0.0,38,0.7,1:1,Prenatal
2024-04-05,resp_therapy,51,0,0.0,60,14,7,18021.0,12.0,18009.0,8,42,42,1.0,1,0.08,0.0,95,3,0.03,40,1.0,1:1,Pre/Post Surgery
2024-04-06,nutrition_diet,109,16,0.15,41,36,22,6924.0,18.0,6906.0,4,7,59,0.12,0,0.18,0.3,88,2,0.02,37,0.5,1:1,Imaging
2024-04-07,pharmacy,50,0,0.0,57,18,54,8989.0,6.0,8983.0,15,20,20,1.0,3,0.18,0.0,120,4,0.03,18,0.7,1:2,Rehabilitation
